A1,A2,A3,A4,A5,A6,B1,B1_1,B1_2,B1_3,B1_4,B1_5,B2,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,C1,C2,C3,D1,D2,E1,E2
female,35-54,tertiary or higher,low,region2,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 4 6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,5,5,2,46,25,Neutral,In my experience meeting up with friends when time allows
female,35-54,secondary,low,region3,Urban,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,3 6 7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,4,5,4,32,15,Strongly dissatisfied,I really enjoy travelling when I can even if it takes effort
female,35-54,tertiary or higher,middle,region1,Rural,1 4,TRUE,FALSE,FALSE,TRUE,FALSE,3 6 8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,4,2,5,61,31,NA,I often find myself meeting up with friends though it can be difficult
female,18-34,tertiary or higher,middle,region1,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 6 7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,5,3,5,105,46,Strongly dissatisfied,Most of the time I travelling when I can though it can be difficult
female,35-54,secondary,high,region3,Urban,1 3,TRUE,FALSE,TRUE,FALSE,FALSE,3 5 6,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,5,2,17,16,Strongly dissatisfied,In my experience spending time with family though it can be difficult
female,18-34,secondary,low,region1,Rural,3 4 5,FALSE,FALSE,TRUE,TRUE,TRUE,3 4 6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,5,3,3,88,35,Dissatisfied,I really enjoy travelling when I can and would recommend it
female,55+,secondary,low,region3,Urban,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,4 6 7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,4,2,5,29,8,Neutral,I really enjoy reading in my spare time whenever possible
male,18-34,tertiary or higher,high,region3,Urban,5,FALSE,FALSE,FALSE,FALSE,TRUE,1 8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,5,5,75,40,NA,I often find myself travelling when I can though it can be difficult
female,18-34,tertiary or higher,low,region2,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,3,3,69,44,Dissatisfied,Personally I think reading in my spare time and find it rewarding
male,18-34,secondary,high,region3,Urban,,FALSE,FALSE,FALSE,FALSE,FALSE,1 5 8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,3,4,97,41,NA,I often find myself cooking at home more than I used to
male,55+,secondary,low,region2,Rural,1 5,TRUE,FALSE,FALSE,FALSE,TRUE,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,2,2,26,8,Dissatisfied,In my experience learning new things more than I used to
male,18-34,tertiary or higher,middle,region1,Rural,5,FALSE,FALSE,FALSE,FALSE,TRUE,2 4 5,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,2,4,101,37,NA,I really enjoy reading in my spare time when time allows
male,18-34,secondary,high,region1,Rural,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,5 6 8,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,3,3,3,60,40,Strongly dissatisfied,I often find myself keeping active outdoors when time allows
male,18-34,secondary,low,region2,Rural,2 4,FALSE,TRUE,FALSE,TRUE,FALSE,1 5 7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3,4,3,115,33,NA,I really enjoy reading in my spare time when time allows
male,35-54,tertiary or higher,low,region3,Urban,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,2 5 6,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3,1,2,49,37,NA,I really enjoy reading in my spare time and find it rewarding
female,35-54,secondary,low,region3,Urban,1 3 5,TRUE,FALSE,TRUE,FALSE,TRUE,3 6 8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,3,1,2,75,9,Neutral,Most of the time I meeting up with friends and find it rewarding
female,18-34,secondary,middle,region3,Urban,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,3 6 8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,3,2,2,112,35,NA,I really enjoy learning new things on a regular basis
male,18-34,tertiary or higher,high,region1,Rural,5,FALSE,FALSE,FALSE,FALSE,TRUE,1 5 8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,4,5,107,46,NA,I would say meeting up with friends though it can be difficult
female,35-54,secondary,high,region3,Urban,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,2 3 6,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5,4,2,70,22,Neutral,Personally I think travelling when I can depending on the season
female,35-54,tertiary or higher,low,region3,Urban,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,2 3 6,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5,4,5,90,25,Strongly dissatisfied,Personally I think managing my schedule more than I used to
male,35-54,secondary,middle,region3,Urban,5,FALSE,FALSE,FALSE,FALSE,TRUE,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3,3,2,47,23,Neutral,I often find myself staying on top of my health even if it takes effort
female,35-54,secondary,high,region3,Urban,1 3 5,TRUE,FALSE,TRUE,FALSE,TRUE,2 6 8,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,5,4,1,76,24,Strongly dissatisfied,I would say cooking at home and would recommend it
female,18-34,secondary,middle,region1,Rural,3 4,FALSE,FALSE,TRUE,TRUE,FALSE,4 6 8,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,4,4,3,97,39,Neutral,In my experience managing my schedule when time allows
male,18-34,tertiary or higher,high,region1,Rural,2 5,FALSE,TRUE,FALSE,FALSE,TRUE,1 4 7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,2,3,53,30,Dissatisfied,Personally I think cooking at home and find it rewarding
female,35-54,tertiary or higher,middle,region1,Rural,1 4,TRUE,FALSE,FALSE,TRUE,FALSE,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,3,1,53,32,Dissatisfied,Personally I think staying on top of my health though it can be difficult
male,18-34,secondary,middle,region3,Urban,5,FALSE,FALSE,FALSE,FALSE,TRUE,1 4 6,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,5,2,3,94,42,NA,In my experience managing my schedule though it can be difficult
female,55+,tertiary or higher,low,region3,Urban,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,4 5 7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,5,4,5,56,20,NA,Personally I think staying on top of my health as much as I can
male,18-34,secondary,low,region3,Urban,5,FALSE,FALSE,FALSE,FALSE,TRUE,4 5 7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,2,1,85,47,Neutral,I really enjoy learning new things depending on the season
female,35-54,secondary,middle,region3,Urban,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,3 5 8,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,4,3,5,69,16,Neutral,In my experience staying on top of my health depending on the season
female,18-34,secondary,low,region3,Urban,1 3 5,TRUE,FALSE,TRUE,FALSE,TRUE,3 6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,5,3,98,44,Strongly dissatisfied,Most of the time I learning new things whenever possible
female,18-34,secondary,low,region1,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,2 5 7,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,5,3,119,40,Dissatisfied,Personally I think learning new things whenever possible
male,55+,secondary,low,region1,Rural,1 5,TRUE,FALSE,FALSE,FALSE,TRUE,2 5 7,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,2,3,30,14,NA,I would say staying on top of my health depending on the season
female,35-54,secondary,high,region1,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,4,4,60,24,Dissatisfied,Most of the time I staying on top of my health though it can be difficult
male,35-54,tertiary or higher,low,region3,Urban,2 5,FALSE,TRUE,FALSE,FALSE,TRUE,2 7 8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,2,1,73,20,NA,In my experience meeting up with friends even if it takes effort
male,18-34,secondary,low,region3,Urban,2,FALSE,TRUE,FALSE,FALSE,FALSE,2 5 6,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,4,4,86,47,Strongly dissatisfied,Most of the time I meeting up with friends more than I used to
female,18-34,secondary,middle,region3,Urban,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,2 6 8,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,5,4,91,38,Dissatisfied,I would say reading in my spare time though it can be difficult
female,55+,tertiary or higher,high,region1,Rural,2 3 4,FALSE,TRUE,TRUE,TRUE,FALSE,2 3 6,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,4,2,15,6,Strongly dissatisfied,I really enjoy keeping active outdoors more than I used to
female,35-54,secondary,low,region1,Rural,1 3,TRUE,FALSE,TRUE,FALSE,FALSE,3 6 8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,5,4,1,100,20,Dissatisfied,I often find myself spending time with family on a regular basis
female,18-34,secondary,high,region3,Urban,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,1 3 7,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4,5,2,106,42,Dissatisfied,I would say managing my schedule as much as I can
female,18-34,primary,middle,region1,Rural,2 3 4,FALSE,TRUE,TRUE,TRUE,FALSE,2 3 4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4,3,2,89,31,Strongly dissatisfied,I would say learning new things even if it takes effort
female,35-54,primary,low,region3,Urban,2 3 4,FALSE,TRUE,TRUE,TRUE,FALSE,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4,5,2,90,30,NA,I often find myself cooking at home whenever possible
female,35-54,secondary,low,region1,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,2 6 8,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,5,4,5,92,25,Neutral,I would say keeping active outdoors more than I used to
female,35-54,tertiary or higher,middle,region2,Rural,1 3 5,TRUE,FALSE,TRUE,FALSE,TRUE,3 5 6,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,4,5,5,46,27,NA,Most of the time I travelling when I can as much as I can
female,35-54,secondary,middle,region3,Urban,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,6 7 8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,5,1,50,31,Neutral,Personally I think cooking at home and find it rewarding
male,35-54,tertiary or higher,high,region1,Rural,1 5,TRUE,FALSE,FALSE,FALSE,TRUE,4 7 8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,2,2,2,45,38,Dissatisfied,I would say keeping active outdoors when time allows
female,18-34,secondary,low,region1,Rural,1 3 5,TRUE,FALSE,TRUE,FALSE,TRUE,1 4 6,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3,4,2,78,28,Neutral,I really enjoy staying on top of my health on a regular basis
male,18-34,secondary,low,region2,Rural,3 4,FALSE,FALSE,TRUE,TRUE,FALSE,4 5 7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,2,5,118,28,NA,I really enjoy staying on top of my health when time allows
male,35-54,tertiary or higher,middle,region1,Rural,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,4 8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,1,4,38,39,NA,Personally I think spending time with family when time allows
male,35-54,tertiary or higher,low,region3,Urban,2 4 5,FALSE,TRUE,FALSE,TRUE,TRUE,3 4 8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,2,3,1,50,32,NA,Most of the time I cooking at home and would recommend it
male,35-54,secondary,middle,region3,Urban,5,FALSE,FALSE,FALSE,FALSE,TRUE,2 3 8,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,1,26,26,Dissatisfied,Personally I think managing my schedule on a regular basis
female,35-54,secondary,low,region3,Urban,1 4,TRUE,FALSE,FALSE,TRUE,FALSE,2 3 5,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,4,4,3,66,33,Strongly dissatisfied,Most of the time I keeping active outdoors when time allows
female,18-34,secondary,low,region1,Rural,3 4,FALSE,FALSE,TRUE,TRUE,FALSE,2 6 7,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,4,4,1,111,26,Neutral,I often find myself learning new things as much as I can
female,35-54,secondary,low,region3,Urban,1 3 5,TRUE,FALSE,TRUE,FALSE,TRUE,1 6 8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3,5,1,58,37,Dissatisfied,I often find myself learning new things and would recommend it
female,18-34,tertiary or higher,middle,region2,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,4 5 6,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,5,4,5,95,37,Dissatisfied,I often find myself spending time with family when time allows
male,35-54,secondary,high,region2,Rural,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,1 4 7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,4,2,59,26,NA,I often find myself staying on top of my health as much as I can
female,18-34,secondary,low,region1,Rural,1 3,TRUE,FALSE,TRUE,FALSE,FALSE,3 5 6,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,4,4,89,41,Strongly dissatisfied,In my experience keeping active outdoors whenever possible
female,35-54,secondary,middle,region1,Rural,1 3,TRUE,FALSE,TRUE,FALSE,FALSE,3 6 8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,2,4,60,28,Dissatisfied,In my experience managing my schedule whenever possible
female,35-54,tertiary or higher,middle,region1,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,2 6 7,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,5,1,44,29,NA,I would say reading in my spare time and would recommend it
male,18-34,tertiary or higher,high,region2,Rural,2 4 5,FALSE,TRUE,FALSE,TRUE,TRUE,4 7 8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,3,2,67,26,NA,Most of the time I reading in my spare time as much as I can
female,35-54,tertiary or higher,low,region2,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 4 6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,1,4,35,38,NA,I really enjoy travelling when I can whenever possible
female,18-34,tertiary or higher,middle,region3,Urban,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,2 3 6,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,5,1,106,37,Dissatisfied,Most of the time I travelling when I can whenever possible
female,18-34,tertiary or higher,high,region2,Rural,3 4 5,FALSE,FALSE,TRUE,TRUE,TRUE,3 5 7,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,3,3,64,47,Strongly dissatisfied,I really enjoy spending time with family when time allows
female,35-54,secondary,low,region3,Urban,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,2 3 6,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5,5,3,61,14,Neutral,In my experience travelling when I can though it can be difficult
female,35-54,tertiary or higher,low,region3,Urban,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,4 6 7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,2,4,3,45,24,Strongly dissatisfied,Personally I think travelling when I can on a regular basis
female,35-54,secondary,low,region1,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 6 8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,3,5,1,48,33,Dissatisfied,I often find myself keeping active outdoors as much as I can
female,35-54,secondary,high,region3,Urban,1 3,TRUE,FALSE,TRUE,FALSE,FALSE,3 4 8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,4,4,4,80,23,Dissatisfied,Personally I think cooking at home though it can be difficult
female,18-34,tertiary or higher,low,region1,Rural,3 4 5,FALSE,FALSE,TRUE,TRUE,TRUE,2 4 6,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3,3,3,86,47,Strongly dissatisfied,I often find myself learning new things and find it rewarding
male,55+,secondary,middle,region3,Urban,3 4 5,FALSE,FALSE,TRUE,TRUE,TRUE,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3,2,2,25,7,NA,Most of the time I keeping active outdoors though it can be difficult
male,55+,primary,middle,region3,Urban,5,FALSE,FALSE,FALSE,FALSE,TRUE,1 7 8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,5,3,40,9,Neutral,Most of the time I keeping active outdoors on a regular basis
female,35-54,secondary,middle,region2,Rural,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,3 4 6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4,4,3,75,28,NA,Most of the time I learning new things even if it takes effort
male,18-34,secondary,low,region2,Rural,1 5,TRUE,FALSE,FALSE,FALSE,TRUE,1 2 5,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,2,2,83,37,NA,In my experience keeping active outdoors on a regular basis
male,55+,secondary,low,region1,Rural,1 5,TRUE,FALSE,FALSE,FALSE,TRUE,5 7 8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,2,1,4,16,13,NA,I often find myself travelling when I can when time allows
female,18-34,primary,middle,region1,Rural,1 5,TRUE,FALSE,FALSE,FALSE,TRUE,4 5 8,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,5,4,3,56,45,Strongly dissatisfied,Most of the time I cooking at home more than I used to
male,35-54,secondary,middle,region2,Rural,2 5,FALSE,TRUE,FALSE,FALSE,TRUE,1 4 8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,3,4,36,29,NA,Most of the time I cooking at home on a regular basis
male,35-54,tertiary or higher,high,region1,Rural,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,1 4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,2,2,55,23,NA,I often find myself learning new things depending on the season
female,35-54,secondary,low,region1,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 6 7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,5,4,2,60,36,Neutral,I would say managing my schedule more than I used to
male,35-54,tertiary or higher,high,region3,Urban,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,1 5 8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,2,1,62,32,Dissatisfied,Personally I think meeting up with friends and would recommend it
female,35-54,secondary,high,region3,Urban,1 3 5,TRUE,FALSE,TRUE,FALSE,TRUE,3 4 6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,5,5,83,16,Neutral,Most of the time I learning new things more than I used to
female,35-54,secondary,low,region2,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 4 6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,4,4,1,86,23,Strongly dissatisfied,I really enjoy reading in my spare time though it can be difficult
female,18-34,secondary,middle,region3,Urban,2 3 4,FALSE,TRUE,TRUE,TRUE,FALSE,3 6 7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3,5,1,85,38,Neutral,In my experience learning new things even if it takes effort
female,18-34,tertiary or higher,low,region1,Rural,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,3 6 8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,4,5,3,95,48,Strongly dissatisfied,In my experience managing my schedule as much as I can
male,55+,secondary,high,region3,Urban,2 5,FALSE,TRUE,FALSE,FALSE,TRUE,1 7 8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,3,5,8,8,NA,I often find myself learning new things whenever possible
female,18-34,tertiary or higher,high,region3,Urban,1 3 5,TRUE,FALSE,TRUE,FALSE,TRUE,3 4 5,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,5,1,92,39,Strongly dissatisfied,Personally I think cooking at home on a regular basis
female,35-54,secondary,low,region2,Rural,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,3 4 6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,3,5,40,45,Neutral,Most of the time I cooking at home more than I used to
male,18-34,secondary,high,region1,Rural,5,FALSE,FALSE,FALSE,FALSE,TRUE,2 5,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,4,2,84,36,NA,In my experience keeping active outdoors as much as I can
female,35-54,secondary,high,region1,Rural,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,2 3 6,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5,5,2,79,18,Dissatisfied,I would say learning new things and find it rewarding
female,35-54,tertiary or higher,low,region3,Urban,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,5 7 8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3,3,4,49,26,NA,In my experience staying on top of my health whenever possible
male,35-54,tertiary or higher,low,region1,Rural,1 5,TRUE,FALSE,FALSE,FALSE,TRUE,1 2 7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,3,4,32,6,Dissatisfied,I would say managing my schedule whenever possible
female,35-54,tertiary or higher,middle,region3,Urban,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 5 6,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,4,4,2,64,20,Neutral,I would say travelling when I can and would recommend it
male,35-54,tertiary or higher,low,region1,Rural,2 4 5,FALSE,TRUE,FALSE,TRUE,TRUE,1 8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,3,3,41,11,NA,In my experience staying on top of my health on a regular basis
male,35-54,secondary,low,region3,Urban,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,1 5 8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3,4,5,67,24,Neutral,I often find myself keeping active outdoors and find it rewarding
female,18-34,tertiary or higher,middle,region2,Rural,1 3,TRUE,FALSE,TRUE,FALSE,FALSE,3 7 8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,5,5,4,69,29,Strongly dissatisfied,Most of the time I reading in my spare time when time allows
male,35-54,primary,low,region3,Urban,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,2,4,103,20,Dissatisfied,Personally I think reading in my spare time and would recommend it
male,35-54,tertiary or higher,middle,region1,Rural,4 5,FALSE,FALSE,FALSE,TRUE,TRUE,4 6 8,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,1,1,1,34,18,NA,Personally I think reading in my spare time and find it rewarding
male,18-34,tertiary or higher,high,region1,Rural,2 5,FALSE,TRUE,FALSE,FALSE,TRUE,4 6 7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,5,2,5,109,22,Dissatisfied,I would say cooking at home whenever possible
female,35-54,secondary,high,region1,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 5 6,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,4,2,67,20,Strongly dissatisfied,I really enjoy travelling when I can as much as I can
female,35-54,secondary,low,region3,Urban,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 6 8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,4,5,1,35,35,Dissatisfied,I often find myself managing my schedule depending on the season
female,35-54,tertiary or higher,low,region1,Rural,1 5,TRUE,FALSE,FALSE,FALSE,TRUE,2 3 7,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3,4,4,59,20,Dissatisfied,Most of the time I spending time with family even if it takes effort
male,18-34,secondary,low,region3,Urban,1,TRUE,FALSE,FALSE,FALSE,FALSE,1 4 5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,3,4,109,48,NA,I would say travelling when I can and would recommend it
female,35-54,tertiary or higher,middle,region1,Rural,1 5,TRUE,FALSE,FALSE,FALSE,TRUE,2 3 5,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,2,1,41,22,Dissatisfied,I really enjoy reading in my spare time whenever possible
female,35-54,tertiary or higher,low,region3,Urban,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 6 7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3,3,2,58,24,Dissatisfied,I often find myself staying on top of my health when time allows
female,35-54,secondary,middle,region3,Urban,1 2 3,TRUE,TRUE,TRUE,FALSE,FALSE,2 6 7,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,5,5,4,88,31,Neutral,Personally I think spending time with family more than I used to
female,35-54,secondary,high,region3,Urban,1 2 5,TRUE,TRUE,FALSE,FALSE,TRUE,3 5 6,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,2,3,1,76,16,Dissatisfied,I would say cooking at home when time allows
male,18-34,tertiary or higher,low,region2,Rural,3 4,FALSE,FALSE,TRUE,TRUE,FALSE,1 2 8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,3,2,90,41,NA,I often find myself travelling when I can when time allows
male,18-34,secondary,low,region3,Urban,5,FALSE,FALSE,FALSE,FALSE,TRUE,1 5 7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,3,5,102,42,Neutral,Most of the time I travelling when I can and find it rewarding
female,18-34,tertiary or higher,middle,region1,Rural,1 3 4,TRUE,FALSE,TRUE,TRUE,FALSE,3 4 8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,5,4,3,103,39,NA,Most of the time I cooking at home depending on the season
